candidate,best_label,score,total_docs,share_best,count_UP,count_DOWN,count_NEUTRAL
过去了,DOWN,21.0698,65,0.6,12,39,14
道了,DOWN,21.0698,65,0.6,9,39,17
从来没有,DOWN,20.9968,61,0.623,11,38,12
她。,DOWN,20.9591,42,0.786,7,33,2
我说我,DOWN,20.9589,57,0.649,11,37,9
，昨天,DOWN,20.9589,57,0.649,8,37,12
制不,DOWN,20.716,36,0.861,4,31,1
了，然,DOWN,20.6843,58,0.638,13,37,8
你自己,DOWN,20.6843,58,0.638,14,37,7
天给,DOWN,20.6843,58,0.638,14,37,7
对他,DOWN,20.6843,58,0.638,14,37,7
工作了,DOWN,20.6843,58,0.638,13,37,8
知道为什,DOWN,20.6697,54,0.667,8,36,10
知道为什么,DOWN,20.6697,54,0.667,8,36,10
道为什,DOWN,20.6697,54,0.667,8,36,10
道为什么,DOWN,20.6697,54,0.667,8,36,10
么办啊,DOWN,20.5968,43,0.767,6,33,4
怎么办啊,DOWN,20.5968,43,0.767,6,33,4
么了,DOWN,20.5865,67,0.582,14,39,14
只有我,DOWN,20.5865,67,0.582,18,39,10
个问,DOWN,20.4866,63,0.603,15,38,10
事情是,DOWN,20.4866,63,0.603,11,38,14
人，我,DOWN,20.4866,63,0.603,17,38,8
洗衣,DOWN,20.4175,59,0.627,18,37,4
玩笑,DOWN,20.3851,55,0.655,7,36,12
母不,DOWN,20.2631,28,1.0,0,28,0
在床,DOWN,20.2482,44,0.75,5,33,6
了，现,DOWN,20.2417,64,0.594,20,38,6
会去,DOWN,20.2417,64,0.594,17,38,9
入，,DOWN,20.2417,64,0.594,19,38,7
可怕,DOWN,20.2417,64,0.594,14,38,12
电话，,DOWN,20.2417,64,0.594,19,38,7
从小到,DOWN,20.1583,60,0.617,19,37,4
从小到大,DOWN,20.1583,60,0.617,19,37,4
你自,DOWN,20.1583,60,0.617,14,37,9
的家庭,DOWN,20.1012,52,0.673,11,35,6
面我,DOWN,20.1012,52,0.673,8,35,9
孩子的,DOWN,20.0032,65,0.585,17,38,10
买不,DOWN,19.9126,45,0.733,10,33,2
农村,DOWN,19.9126,45,0.733,6,33,6
主任,DOWN,19.9118,38,0.816,6,31,1
小到大,DOWN,19.9062,61,0.607,19,37,5
。之,DOWN,19.8413,57,0.632,16,36,5
了，然后,DOWN,19.8413,57,0.632,13,36,8
委屈,DOWN,19.8413,57,0.632,11,36,10
知道了,DOWN,19.8413,57,0.632,6,36,15
，我和,DOWN,19.8413,57,0.632,10,36,11
再说,DOWN,19.8349,49,0.694,9,34,6
不知道为,DOWN,19.8148,53,0.66,10,35,8
庭，,DOWN,19.8148,53,0.66,13,35,5
制不住,DOWN,19.7491,32,0.906,2,29,1
病，,DOWN,19.7081,42,0.762,7,32,3
，我自己,DOWN,19.7081,42,0.762,5,32,5
了，现在,DOWN,19.6611,62,0.597,19,37,6
要上,DOWN,19.6611,62,0.597,17,37,8
说实,DOWN,19.5891,46,0.717,8,33,5
辞职,DOWN,19.5891,46,0.717,6,33,7
我并,DOWN,19.5813,58,0.621,18,36,4
爷爷,DOWN,19.5813,58,0.621,12,36,10
说话，,DOWN,19.5813,58,0.621,14,36,8
石化,DOWN,19.4226,63,0.587,9,37,17
不进,DOWN,19.401,36,0.833,2,30,4
话，我,DOWN,19.401,36,0.833,4,30,2
又说,DOWN,19.3674,43,0.744,3,32,8
父母不,DOWN,19.3358,27,1.0,0,27,0
.....,DOWN,19.3288,59,0.61,11,36,12
又没,DOWN,19.2771,47,0.702,9,33,5
的身体,DOWN,19.2771,47,0.702,12,33,2
离婚,DOWN,19.2771,47,0.702,7,33,7
结婚，,DOWN,19.2771,47,0.702,6,33,8
候也,DOWN,19.2683,55,0.636,15,35,5
妈妈的,DOWN,19.2683,55,0.636,15,35,5
的亲,DOWN,19.2683,55,0.636,12,35,8
要怎,DOWN,19.2683,55,0.636,13,35,7
什么会,DOWN,19.1744,40,0.775,4,31,5
不了，,DOWN,19.0396,44,0.727,9,32,3
之后就,DOWN,19.0161,37,0.811,4,30,3
候没,DOWN,19.0161,37,0.811,6,30,1
时候没,DOWN,19.0161,37,0.811,6,30,1
结婚的,DOWN,19.0161,37,0.811,6,30,1
很累,DOWN,19.0075,56,0.625,15,35,6
截图,DOWN,18.9761,48,0.688,6,33,9
说那,DOWN,18.9761,48,0.688,10,33,5
和父母,DOWN,18.9002,34,0.853,5,29,0
上班，,DOWN,18.8448,61,0.59,18,36,7
照顾,DOWN,18.8448,61,0.59,21,36,4
考完,DOWN,18.8448,61,0.59,21,36,4
责任,DOWN,18.8448,61,0.59,12,36,13
的钱，,DOWN,18.8372,31,0.903,3,28,0
，至,DOWN,18.7543,57,0.614,11,35,11
但是一,DOWN,18.6987,53,0.642,9,34,10
我到,DOWN,18.6987,53,0.642,13,34,6
请假,DOWN,18.6987,53,0.642,11,34,8
家庭，,DOWN,18.6853,49,0.673,13,33,3
本来就,DOWN,18.6853,49,0.673,14,33,2
都不知道,DOWN,18.6853,49,0.673,5,33,11
，我没,DOWN,18.6853,49,0.673,8,33,8
婚姻,DOWN,18.6479,38,0.789,4,30,4
要跟,DOWN,18.6479,38,0.789,5,30,3
了好几,DOWN,18.6127,62,0.581,14,36,12
会因,DOWN,18.6127,62,0.581,22,36,4
饭的,DOWN,18.6127,62,0.581,15,36,11
我也不知,DOWN,18.5057,35,0.829,4,29,2
我也不知道,DOWN,18.5057,35,0.829,4,29,2
系。,DOWN,18.5057,35,0.829,5,29,1
万能,DOWN,18.4956,42,0.738,5,31,6
不明白,DOWN,18.4956,42,0.738,5,31,6
应该怎,DOWN,18.4956,42,0.738,4,31,7
一下。,DOWN,18.4368,54,0.63,9,34,11
懂，,DOWN,18.4368,54,0.63,7,34,13
时候也,DOWN,18.4368,54,0.63,15,34,5
，爸,DOWN,18.4368,54,0.63,14,34,6
了，结,DOWN,18.4199,46,0.696,5,32,9
到工作,DOWN,18.4199,46,0.696,9,32,5
年级,DOWN,18.4199,46,0.696,6,32,8
我的生活,DOWN,18.4199,46,0.696,12,32,2
的消息,DOWN,18.4199,46,0.696,6,32,8
一点都不,DOWN,18.4043,50,0.66,11,33,6
受的,DOWN,18.4043,50,0.66,4,33,13
在路上,DOWN,18.4043,50,0.66,12,33,5
有经,DOWN,18.4043,50,0.66,6,33,11
老家,DOWN,18.4043,50,0.66,9,33,8
，不想,DOWN,18.4043,50,0.66,11,33,6
许我,DOWN,18.2953,39,0.769,5,30,4
钱也,DOWN,18.2953,39,0.769,2,30,7
一时,DOWN,18.2699,59,0.593,18,35,6
爸妈妈,DOWN,18.2699,59,0.593,16,35,8
爸爸妈,DOWN,18.2699,59,0.593,16,35,8
爸爸妈妈,DOWN,18.2699,59,0.593,16,35,8
么。,DOWN,18.183,55,0.618,14,34,7
实话,DOWN,18.183,55,0.618,11,34,10
点都不,DOWN,18.183,55,0.618,13,34,8
婚了,DOWN,18.1759,43,0.721,5,31,7
没说,DOWN,18.1759,43,0.721,7,31,5
的心理,DOWN,18.1759,43,0.721,8,31,4
都不知,DOWN,18.1325,51,0.647,7,33,11
客服,DOWN,18.1292,36,0.806,2,29,5
了，可,DOWN,18.1265,47,0.681,5,32,10
我过,DOWN,18.1265,47,0.681,11,32,4
会这,DOWN,18.0379,60,0.583,13,35,12
和家,DOWN,17.9368,56,0.607,18,34,4
和我说,DOWN,17.9368,56,0.607,13,34,9
因，,DOWN,17.9368,56,0.607,15,34,7
的外,DOWN,17.9368,56,0.607,13,34,9
，男,DOWN,17.9368,56,0.607,7,34,15
要怎么,DOWN,17.8696,52,0.635,12,33,7
她给,DOWN,17.8683,44,0.705,8,31,5
没有办,DOWN,17.8683,44,0.705,8,31,5
说实话,DOWN,17.8683,44,0.705,8,31,5
骂我,DOWN,17.8683,44,0.705,9,31,4
思想,DOWN,17.8434,48,0.667,4,32,12
情是这,DOWN,17.8434,48,0.667,2,32,14
拉黑,DOWN,17.8434,48,0.667,8,32,8
是家,DOWN,17.8434,48,0.667,11,32,5
他没,DOWN,17.7695,37,0.784,4,29,4
和父,DOWN,17.7695,37,0.784,8,29,0
己说,DOWN,17.7695,37,0.784,4,29,4
自己说,DOWN,17.7695,37,0.784,4,29,4
是又,DOWN,17.698,57,0.596,7,34,16
应该怎么,DOWN,17.633,41,0.732,4,30,7
，让他,DOWN,17.633,41,0.732,6,30,5
药，,DOWN,17.6192,34,0.824,3,28,3
婚礼,DOWN,17.57,49,0.653,12,32,5
着她,DOWN,17.57,49,0.653,14,32,3
崩溃，,DOWN,17.5157,31,0.871,3,27,1
被骂,DOWN,17.4718,28,0.929,1,26,1
无所,DOWN,17.4661,58,0.586,17,34,7
又觉,DOWN,17.4254,38,0.763,6,29,3
又觉得,DOWN,17.4254,38,0.763,6,29,3
心疼,DOWN,17.3215,42,0.714,6,30,6
怕我,DOWN,17.3215,42,0.714,5,30,7
知道该怎,DOWN,17.3215,42,0.714,6,30,6
知道该怎么,DOWN,17.3215,42,0.714,6,30,6
课的,DOWN,17.3215,42,0.714,7,30,5
道该怎,DOWN,17.3215,42,0.714,6,30,6
道该怎么,DOWN,17.3215,42,0.714,6,30,6
在没,DOWN,17.3058,50,0.64,10,32,8
对我的,DOWN,17.3058,50,0.64,12,32,6
有说,DOWN,17.3058,50,0.64,9,32,9
见我,DOWN,17.3058,50,0.64,7,32,11
觉得他,DOWN,17.3058,50,0.64,8,32,10
间我,DOWN,17.3058,50,0.64,12,32,6
但是他,DOWN,17.2866,46,0.674,5,31,10
为什么会,DOWN,17.2514,35,0.8,4,28,3
我妈说,DOWN,17.2514,35,0.8,6,28,1
毕业就,DOWN,17.2514,35,0.8,4,28,3
，从小,DOWN,17.2514,35,0.8,7,28,0
个人，,DOWN,17.1292,55,0.6,12,33,10
个是,DOWN,17.1292,55,0.6,11,33,11
个月了,DOWN,17.1292,55,0.6,18,33,4
破防,DOWN,17.1292,55,0.6,12,33,10
里不,DOWN,17.1292,55,0.6,9,33,13
，父,DOWN,17.1292,55,0.6,18,33,4
溃，,DOWN,17.119,32,0.844,4,27,1
学就,DOWN,17.0959,39,0.744,8,29,2
我朋,DOWN,17.0502,51,0.627,9,32,10
我朋友,DOWN,17.0502,51,0.627,9,32,10
糟糕,DOWN,17.0502,51,0.627,11,32,8
要被,DOWN,17.0502,51,0.627,12,32,7
了怎么,DOWN,17.0221,43,0.698,1,30,12
了，结果,DOWN,17.0221,43,0.698,4,30,9
有办法,DOWN,17.0221,43,0.698,8,30,5
疲惫,DOWN,17.0221,43,0.698,9,30,4
事情是这,DOWN,17.0113,47,0.66,2,31,14
事情是这样,DOWN,17.0113,47,0.66,2,31,14
情是这样,DOWN,17.0113,47,0.66,2,31,14
我为什,DOWN,17.0113,47,0.66,7,31,9
我为什么,DOWN,17.0113,47,0.66,7,31,9
报警,DOWN,17.0113,47,0.66,4,31,12
一想,DOWN,16.803,52,0.615,9,32,11
不高,DOWN,16.803,52,0.615,12,32,8
自卑,DOWN,16.803,52,0.615,16,32,4
。。我,DOWN,16.7801,40,0.725,5,29,6
她自,DOWN,16.7456,48,0.646,6,31,11
忙，,DOWN,16.7456,48,0.646,10,31,7
，我也不,DOWN,16.7456,48,0.646,10,31,7
现在都,DOWN,16.742,33,0.818,2,27,4
。这种,DOWN,16.7341,44,0.682,7,30,7
事情是这样的,DOWN,16.7341,44,0.682,0,30,14
情是这样的,DOWN,16.7341,44,0.682,0,30,14
抑郁,DOWN,16.7341,44,0.682,9,30,5
，那个,DOWN,16.7341,44,0.682,6,30,8
，医,DOWN,16.6028,24,1.0,0,24,0
不知道该怎,DOWN,16.5651,37,0.757,3,28,6
不知道该怎么,DOWN,16.5651,37,0.757,3,28,6
起我,DOWN,16.5651,37,0.757,8,28,1
人还,DOWN,16.5635,53,0.604,14,32,7
舍不,DOWN,16.5635,53,0.604,11,32,10
大声,DOWN,16.4891,49,0.633,12,31,6
质疑,DOWN,16.4891,49,0.633,14,31,4
个家,DOWN,16.4771,41,0.707,8,29,4
有能,DOWN,16.4771,41,0.707,8,29,4
道你,DOWN,16.4771,41,0.707,8,29,4
。真的,DOWN,16.4567,45,0.667,7,30,8
不知道为什,DOWN,16.4567,45,0.667,7,30,8
不知道为什么,DOWN,16.4567,45,0.667,7,30,8
了怎,DOWN,16.4567,45,0.667,1,30,14
童年,DOWN,16.4567,45,0.667,6,30,9
了上,DOWN,16.3316,54,0.593,12,32,10
事了,DOWN,16.3316,54,0.593,13,32,9
命运,DOWN,16.3316,54,0.593,13,32,9
就好了,DOWN,16.3316,54,0.593,11,32,11
已经有,DOWN,16.3316,54,0.593,16,32,6
的只,DOWN,16.3316,54,0.593,16,32,6
三编,DOWN,16.2444,38,0.737,6,28,4
不通,DOWN,16.2444,38,0.737,4,28,6
反思,DOWN,16.2444,38,0.737,6,28,4
有。,DOWN,16.2444,38,0.737,8,28,2
让我不,DOWN,16.2444,38,0.737,8,28,2
想再,DOWN,16.2411,50,0.62,11,31,8
是实,DOWN,16.1893,46,0.652,13,30,3
家庭的,DOWN,16.186,42,0.69,7,29,6
庭的,DOWN,16.186,42,0.69,7,29,6
没有办法,DOWN,16.186,42,0.69,8,29,5
我解,DOWN,16.1536,28,0.893,1,25,2
班主,DOWN,16.1536,28,0.893,3,25,0
分手，,DOWN,16.1329,25,0.96,0,24,1
......,DOWN,16.0013,51,0.608,10,31,10
啊，我,DOWN,16.0013,51,0.608,16,31,4
常，,DOWN,16.0013,51,0.608,10,31,10
。不知,DOWN,15.9372,39,0.718,5,28,6
事我,DOWN,15.9372,39,0.718,8,28,3
人发,DOWN,15.9372,39,0.718,4,28,7
天记,DOWN,15.9372,39,0.718,6,28,5
天记录,DOWN,15.9372,39,0.718,6,28,5
好像是,DOWN,15.9372,39,0.718,5,28,6
要什,DOWN,15.9372,39,0.718,8,28,3
要什么,DOWN,15.9372,39,0.718,8,28,3
助，,DOWN,15.9315,47,0.638,11,30,6
死，,DOWN,15.9315,47,0.638,8,30,9
了真的,DOWN,15.9062,43,0.674,10,29,4
她自己,DOWN,15.9062,43,0.674,3,29,11
不知道，,DOWN,15.8744,32,0.812,4,26,2
们只,DOWN,15.8744,32,0.812,4,26,2
这事,DOWN,15.8744,32,0.812,0,26,6
买房,DOWN,15.7692,52,0.596,14,31,7
，有时候,DOWN,15.7692,52,0.596,17,31,4
多，我,DOWN,15.7536,29,0.862,4,25,0
然后她,DOWN,15.7536,29,0.862,2,25,2
，我当时,DOWN,15.7536,29,0.862,3,25,1
聊天记,DOWN,15.7148,36,0.75,4,27,5
聊天记录,DOWN,15.7148,36,0.75,4,27,5
控制不,DOWN,15.6921,26,0.923,1,24,1
，他就,DOWN,15.6921,26,0.923,1,24,1
[捂脸,DOWN,15.6827,48,0.625,4,30,14
了，她,DOWN,15.6827,48,0.625,7,30,11
想来,DOWN,15.6827,48,0.625,12,30,6
捂脸,DOWN,15.6827,48,0.625,4,30,14
，就这,DOWN,15.6827,48,0.625,11,30,7
六年,DOWN,15.6428,40,0.7,9,28,3
我怕,DOWN,15.6428,40,0.7,7,28,5
现在也,DOWN,15.6428,40,0.7,10,28,2
。可是,DOWN,15.637,44,0.659,11,29,4
只是想,DOWN,15.637,44,0.659,7,29,8
现在在,DOWN,15.637,44,0.659,7,29,8
要出,DOWN,15.637,44,0.659,6,29,9
，把我,DOWN,15.637,44,0.659,8,29,7
乐观,DOWN,15.5248,33,0.788,5,26,2
时常,DOWN,15.5248,33,0.788,6,26,1
话一,DOWN,15.5248,33,0.788,3,26,4
钱，我,DOWN,15.5248,33,0.788,4,26,3
个事,DOWN,15.4424,49,0.612,12,30,7
么想,DOWN,15.4424,49,0.612,12,30,7
原因，,DOWN,15.4424,49,0.612,14,30,5
，准,DOWN,15.4424,49,0.612,12,30,7
千多,DOWN,15.403,37,0.73,9,27,1
在床上,DOWN,15.403,37,0.73,4,27,6
睡了,DOWN,15.403,37,0.73,6,27,4
这个人,DOWN,15.403,37,0.73,2,27,8
不认,DOWN,15.3778,45,0.644,9,29,7
我请,DOWN,15.3778,45,0.644,7,29,9
改了,DOWN,15.3778,45,0.644,11,29,5
，要不,DOWN,15.3778,45,0.644,5,29,11
丢了,DOWN,15.3753,30,0.833,1,25,4
什么都没,DOWN,15.3753,30,0.833,4,25,1
班了,DOWN,15.3603,41,0.683,6,28,7
相亲,DOWN,15.3603,41,0.683,6,28,7
吗，我,DOWN,15.2777,27,0.889,1,24,2
认为我,DOWN,15.2777,27,0.889,2,24,1
通了,DOWN,15.2777,27,0.889,3,24,0
房租,DOWN,15.2102,50,0.6,11,30,9
怕的,DOWN,15.1921,34,0.765,6,26,2
点钱,DOWN,15.1921,34,0.765,3,26,5
要钱,DOWN,15.1921,34,0.765,4,26,4
，家庭,DOWN,15.1921,34,0.765,8,26,0
因为她,DOWN,15.128,46,0.63,12,29,5
有一次,DOWN,15.128,46,0.63,12,29,5
，写,DOWN,15.128,46,0.63,13,29,4
想干,DOWN,15.1048,38,0.711,6,27,5
，父母,DOWN,15.1048,38,0.711,10,27,1
疼，,DOWN,15.0169,31,0.806,1,25,5
带了,DOWN,14.9856,51,0.588,16,30,5
去医,DOWN,14.8872,28,0.857,0,24,4
去医院,DOWN,14.8872,28,0.857,0,24,4
都不想,DOWN,14.8872,28,0.857,4,24,0
另外一,DOWN,14.8871,47,0.617,8,29,10
。不知道,DOWN,14.8749,35,0.743,3,26,6
。感觉,DOWN,14.8749,35,0.743,6,26,3
人打,DOWN,14.8749,35,0.743,5,26,4
的不知,DOWN,14.8749,35,0.743,4,26,5
，（,DOWN,14.8749,35,0.743,5,26,4
到时,DOWN,14.8282,43,0.651,7,28,8
。。。。。,DOWN,14.8192,39,0.692,5,27,7
说给,DOWN,14.8192,39,0.692,4,27,8
道她,DOWN,14.8192,39,0.692,3,27,9
，根本,DOWN,14.8192,39,0.692,5,27,7
控制不住,DOWN,14.8165,25,0.92,1,23,1
。我真,DOWN,14.6768,32,0.781,6,25,1
么都没,DOWN,14.6768,32,0.781,4,25,3
很讨,DOWN,14.6768,32,0.781,1,25,6
碎的,DOWN,14.6768,32,0.781,3,25,4
什么。,DOWN,14.6546,48,0.604,14,29,5
折磨,DOWN,14.6546,48,0.604,9,29,10
过来，,DOWN,14.5772,44,0.636,5,28,11
事就,DOWN,14.5723,36,0.722,6,26,4
千块,DOWN,14.5723,36,0.722,9,26,1
找工作，,DOWN,14.5723,36,0.722,9,26,1
生气，,DOWN,14.5454,40,0.675,11,27,2
对劲,DOWN,14.5186,29,0.828,2,24,3
，过了,DOWN,14.5186,29,0.828,2,24,3
会因为,DOWN,14.4301,49,0.592,16,29,4
舍不得,DOWN,14.4301,49,0.592,11,29,9
，心里,DOWN,14.4301,49,0.592,8,29,12
，脑,DOWN,14.4301,49,0.592,12,29,8
班主任,DOWN,14.4117,26,0.885,3,23,0
说我不,DOWN,14.4117,26,0.885,2,23,1
不同意,DOWN,14.3729,23,0.957,0,22,1
作业，,DOWN,14.3536,33,0.758,4,25,4
是男,DOWN,14.3536,33,0.758,4,25,4
话题，,DOWN,14.3536,33,0.758,6,25,2
退了,DOWN,14.3536,33,0.758,6,25,2
，情,DOWN,14.3536,33,0.758,4,25,4
，我现,DOWN,14.3536,33,0.758,4,25,4
，我现在,DOWN,14.3536,33,0.758,4,25,4
前都,DOWN,14.3356,45,0.622,13,28,4
我并不,DOWN,14.3356,45,0.622,14,28,3
她又,DOWN,14.2832,37,0.703,7,26,4
我下,DOWN,14.2832,37,0.703,6,26,5
结果我,DOWN,14.2832,37,0.703,3,26,8
写，,DOWN,14.2827,41,0.659,6,27,8
谈了,DOWN,14.2827,41,0.659,5,27,9
醒我,DOWN,14.2827,41,0.659,9,27,5
觉得不,DOWN,14.213,50,0.58,8,29,13
。我觉,DOWN,14.1699,30,0.8,1,24,5
。我觉得,DOWN,14.1699,30,0.8,1,24,5
了，最,DOWN,14.1699,30,0.8,5,24,1
发泄,DOWN,14.1699,30,0.8,1,24,5
脸色,DOWN,14.1699,30,0.8,0,24,6
么看,DOWN,14.1027,46,0.609,11,28,7
妈妈，,DOWN,14.1027,46,0.609,15,28,3
子还,DOWN,14.1027,46,0.609,10,28,8
打一,DOWN,14.1027,46,0.609,9,28,9
受了,DOWN,14.0459,34,0.735,4,25,5
也一直,DOWN,14.0311,27,0.852,3,23,1
很讨厌,DOWN,14.0311,27,0.852,0,23,4
道德,DOWN,14.0311,27,0.852,2,23,2
，于是我,DOWN,14.0311,27,0.852,4,23,0
压力，,DOWN,14.0305,42,0.643,12,27,3
以后，,DOWN,14.0066,38,0.684,10,26,2
知道她,DOWN,14.0066,38,0.684,3,26,9
外婆,DOWN,13.9505,21,1.0,0,21,0
@摄影薯,DOWN,13.8781,47,0.596,13,28,6
后来我,DOWN,13.8781,47,0.596,12,28,7
摄影薯,DOWN,13.8781,47,0.596,13,28,6
他们说,DOWN,13.8396,31,0.774,4,24,3
她给我,DOWN,13.8396,31,0.774,7,24,0
就给我,DOWN,13.8396,31,0.774,5,24,2
很久，,DOWN,13.8396,31,0.774,5,24,2
的文字,DOWN,13.8396,31,0.774,3,24,4
这样了,DOWN,13.8396,31,0.774,0,24,7
一股,DOWN,13.7879,43,0.628,9,27,7
心不,DOWN,13.7879,43,0.628,8,27,8
碎了,DOWN,13.7879,43,0.628,4,27,12
课题,DOWN,13.7879,43,0.628,12,27,4
了问,DOWN,13.7527,35,0.714,7,25,3
不听,DOWN,13.7418,39,0.667,5,26,8
我还没,DOWN,13.7418,39,0.667,10,26,3
挂了,DOWN,13.7418,39,0.667,7,26,6
个朋,DOWN,13.6614,48,0.583,7,28,13
个朋友,DOWN,13.6614,48,0.583,7,28,13
影薯,DOWN,13.6614,48,0.583,13,28,7
我先,DOWN,13.6614,48,0.583,11,28,9
找一,DOWN,13.6614,48,0.583,9,28,11
真的要,DOWN,13.6614,48,0.583,12,28,8
试图,DOWN,13.6614,48,0.583,7,28,13
到时候,DOWN,13.5561,25,0.88,1,22,2
退，,DOWN,13.5561,25,0.88,3,22,0
大了，,DOWN,13.5546,44,0.614,11,27,6
好吧,DOWN,13.5546,44,0.614,5,27,12
学业,DOWN,13.5546,44,0.614,12,27,5
没发,DOWN,13.5546,44,0.614,6,27,11
之前我,DOWN,13.5261,32,0.75,5,24,3
我这样,DOWN,13.5261,32,0.75,2,24,6
不信,DOWN,13.4879,40,0.65,10,26,4
小时的,DOWN,13.4879,40,0.65,14,26,0
差的,DOWN,13.4879,40,0.65,9,26,5
快要,DOWN,13.4879,40,0.65,7,26,7
………,DOWN,13.4729,36,0.694,6,25,5
我妈妈,DOWN,13.4729,36,0.694,9,25,2
知道你,DOWN,13.4729,36,0.694,8,25,3
，明明,DOWN,13.4729,36,0.694,6,25,5
崩溃的,DOWN,13.3339,29,0.793,2,23,4
支支,DOWN,13.3339,29,0.793,2,23,4
暴力,DOWN,13.3339,29,0.793,2,23,4
溃的,DOWN,13.3339,29,0.793,2,23,4
不应,DOWN,13.3299,45,0.6,10,27,8
但又,DOWN,13.3299,45,0.6,11,27,7
味着,DOWN,13.3299,45,0.6,15,27,3
就不会,DOWN,13.3299,45,0.6,13,27,5
意味着,DOWN,13.3299,45,0.6,15,27,3
万一,DOWN,13.2444,41,0.634,7,26,8
么难,DOWN,13.2444,41,0.634,8,26,7
就跟,DOWN,13.2444,41,0.634,12,26,3
想学,DOWN,13.2444,41,0.634,9,26,6
我只能,DOWN,13.2444,41,0.634,12,26,3
啥的,DOWN,13.2282,33,0.727,4,24,5
就一直,DOWN,13.2282,33,0.727,6,24,3
应过来,DOWN,13.2282,33,0.727,2,24,7
，孩,DOWN,13.2282,33,0.727,4,24,5
，孩子,DOWN,13.2282,33,0.727,4,24,5
情不,DOWN,13.2056,37,0.676,4,25,8
我刚,DOWN,13.2056,37,0.676,5,25,7
我觉得我,DOWN,13.2056,37,0.676,6,25,6
生病,DOWN,13.2056,37,0.676,3,25,9
耗，,DOWN,13.2056,37,0.676,4,25,8
话都,DOWN,13.2056,37,0.676,8,25,4
，往,DOWN,13.2056,37,0.676,9,25,3
些话,DOWN,13.1857,26,0.846,0,22,4
在工,DOWN,13.1134,46,0.587,12,27,7
说想,DOWN,13.1134,46,0.587,7,27,12
个男生,DOWN,13.096,23,0.913,2,21,0
月都,DOWN,13.096,23,0.913,2,21,0
爷奶,DOWN,13.096,23,0.913,2,21,0
爷奶奶,DOWN,13.096,23,0.913,2,21,0
爷爷奶,DOWN,13.096,23,0.913,2,21,0
爷爷奶奶,DOWN,13.096,23,0.913,2,21,0
自己心,DOWN,13.096,23,0.913,2,21,0
了，要,DOWN,13.0137,30,0.767,3,23,4
痛，,DOWN,13.0137,30,0.767,1,23,6
直说,DOWN,13.0137,30,0.767,2,23,5
进去了,DOWN,13.0137,30,0.767,3,23,4
了，说,DOWN,13.0104,42,0.619,3,26,13
们没,DOWN,13.0104,42,0.619,9,26,7
对，,DOWN,13.0104,42,0.619,9,26,7
岁了,DOWN,13.0104,42,0.619,9,26,7
怀孕,DOWN,13.0104,42,0.619,8,26,8
要过,DOWN,13.0104,42,0.619,12,26,4
事，我,DOWN,12.9499,38,0.658,5,25,8
命，,DOWN,12.9499,38,0.658,10,25,3
奇怪的,DOWN,12.9499,38,0.658,5,25,8
恶意,DOWN,12.9499,38,0.658,3,25,10
拿出来,DOWN,12.9499,38,0.658,8,25,5
经没,DOWN,12.9499,38,0.658,7,25,6
么回事,DOWN,12.9447,34,0.706,1,24,9
也不好,DOWN,12.9447,34,0.706,7,24,3
学不,DOWN,12.9447,34,0.706,7,24,3
给他们,DOWN,12.9447,34,0.706,6,24,4
。我真的,DOWN,12.8375,27,0.815,4,22,1
一个男,DOWN,12.8375,27,0.815,2,22,3
不对劲,DOWN,12.8375,27,0.815,2,22,3
亲，,DOWN,12.8375,27,0.815,2,22,3
做错,DOWN,12.8375,27,0.815,4,22,1
我删,DOWN,12.8375,27,0.815,4,22,1
不满,DOWN,12.7855,43,0.605,9,26,8
到别,DOWN,12.7855,43,0.605,8,26,9
不了。,DOWN,12.7116,24,0.875,1,21,2
我父母,DOWN,12.7116,24,0.875,3,21,0
没回,DOWN,12.7103,31,0.742,3,23,5
睡不着，,DOWN,12.7103,31,0.742,3,23,5
？还是,DOWN,12.7103,31,0.742,2,23,6
个人在,DOWN,12.7051,39,0.641,8,25,6
前没,DOWN,12.7051,39,0.641,13,25,1
家了，,DOWN,12.7051,39,0.641,8,25,6
拒绝了,DOWN,12.7051,39,0.641,8,25,6
指责,DOWN,12.7051,39,0.641,8,25,6
无所谓,DOWN,12.7051,39,0.641,8,25,6
次了,DOWN,12.7051,39,0.641,7,25,7
说了，,DOWN,12.7051,39,0.641,9,25,5
。回,DOWN,12.6745,35,0.686,7,24,4
完蛋,DOWN,12.6745,35,0.686,6,24,5
年2,DOWN,12.6745,35,0.686,8,24,3
生说,DOWN,12.6745,35,0.686,5,24,6
[捂脸R,DOWN,12.5691,44,0.591,4,26,14
[捂脸R],DOWN,12.5691,44,0.591,4,26,14
任何人,DOWN,12.5691,44,0.591,12,26,6
何人,DOWN,12.5691,44,0.591,12,26,6
孤独,DOWN,12.5691,44,0.591,13,26,5
开学,DOWN,12.5691,44,0.591,10,26,8
捂脸R,DOWN,12.5691,44,0.591,4,26,14
捂脸R],DOWN,12.5691,44,0.591,4,26,14
脸R,DOWN,12.5691,44,0.591,4,26,14
脸R],DOWN,12.5691,44,0.591,4,26,14
，妈妈,DOWN,12.5691,44,0.591,11,26,7
。我现,DOWN,12.5094,28,0.786,3,22,3
。我现在,DOWN,12.5094,28,0.786,3,22,3
严重，,DOWN,12.5094,28,0.786,5,22,1
他说他,DOWN,12.5094,28,0.786,0,22,6
吵，,DOWN,12.5094,28,0.786,2,22,4
学了，,DOWN,12.5094,28,0.786,5,22,1
